Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-01-15,176.08,177.8212,175.2,176.47,5000342.0,0.0,1.0,176.08,177.8212,175.2,176.47,5000342.0
2019-01-14,177.59,179.23,176.9007,178.81,3833187.0,0.0,1.0,177.59,179.23,176.9007,178.81,3833187.0
2019-01-11,177.93,180.26,177.12,179.41,3285063.0,0.0,1.0,177.93,180.26,177.12,179.41,3285063.0
2019-01-10,178.03,179.24,176.34,179.06,3605294.0,0.0,1.0,178.03,179.24,176.34,179.06,3605294.0
2019-01-09,177.87,181.27,177.0999,179.73,4921986.0,0.0,1.0,177.87,181.27,177.0999,179.73,4921986.0
2019-01-08,178.57,179.59,175.61,177.89,4722342.0,0.0,1.0,178.57,179.59,175.61,177.89,4722342.0
2019-01-07,173.83,178.18,173.83,177.04,4926996.0,0.0,1.0,173.83,178.18,173.83,177.04,4926996.0
2019-01-04,170.18,174.74,169.5203,173.62,4762450.0,0.0,1.0,170.18,174.74,169.5203,173.62,4762450.0
2019-01-03,171.84,171.84,168.21,168.61,4808660.0,0.0,1.0,171.84,171.84,168.21,168.61,4808660.0
2019-01-02,169.71,173.18,169.05,172.41,4242389.0,0.0,1.0,169.71,173.18,169.05,172.41,4242389.0
2018-12-31,171.47,173.24,170.65,171.82,4206020.0,0.0,1.0,171.47,173.24,170.65,171.82,4206020.0
2018-12-28,171.22,173.12,168.6,170.22,4551989.0,0.0,1.0,171.22,173.12,168.6,170.22,4551989.0
2018-12-27,166.44,170.46,163.3627,170.32,5069251.0,0.0,1.0,166.44,170.46,163.3627,170.32,5069251.0
2018-12-26,159.46,168.28,159.44,168.28,6141459.0,0.0,1.0,159.46,168.28,159.44,168.28,6141459.0
2018-12-24,160.16,161.4,158.09,158.14,4547363.0,0.0,1.0,160.16,161.4,158.09,158.14,4547363.0
2018-12-21,162.81,167.96,160.17,160.48,11813422.0,0.0,1.0,162.81,167.96,160.17,160.48,11813422.0
2018-12-20,166.28,167.31,162.23,164.16,7675587.0,0.0,1.0,166.28,167.31,162.23,164.16,7675587.0
2018-12-19,170.92,174.95,166.77,167.56,6996396.0,0.0,1.0,170.92,174.95,166.77,167.56,6996396.0
2018-12-18,168.9,171.95,168.5,170.04,4461668.0,0.0,1.0,168.9,171.95,168.5,170.04,4461668.0
2018-12-17,171.51,171.99,166.93,167.97,5631666.0,0.0,1.0,171.51,171.99,166.93,167.97,5631666.0
2018-12-14,172.98,175.14,171.95,172.29,4257541.0,0.0,1.0,172.98,175.14,171.95,172.29,4257541.0
2018-12-13,174.31,174.91,172.07,173.87,6101963.0,0.0,1.0,174.31,174.91,172.07,173.87,6101963.0
2018-12-12,173.75,176.87,172.81,174.21,5912631.0,0.0,1.0,173.75,176.87,172.81,174.21,5912631.0
2018-12-11,174.3,175.6,171.24,172.21,4753134.0,0.0,1.0,174.3,175.6,171.24,172.21,4753134.0
2018-12-10,173.39,173.985,167.73,171.69,5372325.0,0.0,1.0,173.39,173.985,167.73,171.69,5372325.0
2018-12-07,175.35,178.36,172.24,172.79,6098905.0,0.0,1.0,175.35,178.36,172.24,172.79,6098905.0
2018-12-06,173.5,176.04,170.4551,175.96,7511746.0,0.0,1.0,173.5,176.04,170.4551,175.96,7511746.0
2018-12-04,181.06,182.23,174.55,175.3,7058033.0,0.0,1.0,181.06,182.23,174.55,175.3,7058033.0
2018-12-03,183.29,183.5,179.35,181.74,7311208.0,0.0,1.0,183.29,183.5,179.35,181.74,7311208.0
2018-11-30,175.75,180.37,175.11,180.32,8941830.0,0.0,1.0,175.75,180.37,175.11,180.32,8941830.0
2018-11-29,176.8,177.27,174.92,175.66,4328177.0,0.0,1.0,176.8,177.27,174.92,175.66,4328177.0
2018-11-28,172.91,177.65,170.62,177.43,7133627.0,1.03,1.0,172.91,177.65,170.62,177.43,7133627.0
2018-11-27,169.11,173.38,168.82,173.22,7082424.0,0.0,1.0,168.1339644738317,172.379319735515,167.84563823826068,172.22024319175162,7082424.0
2018-11-26,170.2,172.39,168.87,169.82,6139878.0,0.0,1.0,169.21767342821917,171.3950336209795,167.89534965818672,168.83986663678138,6139878.0
2018-11-23,169.39,170.33,168.47,168.85,2710983.0,0.0,1.0,168.41234842541743,169.3469231200269,167.49765829877845,167.87546509021632,2710983.0
2018-11-21,170.0,170.93,169.145,169.3,5752228.0,0.0,1.0,169.01882774851506,169.9434601591393,168.1687624677799,168.32286786955058,5752228.0
2018-11-20,169.25,172.0,167.0,169.05,8661014.0,0.0,1.0,168.27315644962457,171.00728454555642,166.03614255295304,168.07431076992046,8661014.0
2018-11-19,176.71,178.88,172.3,173.59,6075662.0,0.0,1.0,175.69010030258883,177.8475759273787,171.30555306511263,172.58810769920433,6075662.0
2018-11-16,173.99,177.605,173.51,177.02,6834197.0,0.0,1.0,172.98579905861254,176.57993471926483,172.5085694273226,175.99831110613025,6834197.0
2018-11-15,179.01,179.67,173.61,177.36,8663136.0,0.0,1.0,177.97682561918637,178.63301636221001,172.60799226717472,176.33634876162728,8663136.0
2018-11-14,182.61,182.9,179.15,179.9,7561076.0,0.0,1.0,181.55604785386086,181.84437408943185,178.1160175949793,178.86168889386974,7561076.0
2018-11-13,177.3,181.62,172.85,179.0,14274029.0,0.0,1.0,176.27669505771604,180.5717617393253,171.852378684299,177.96688333520115,14274029.0
2018-11-12,185.23,186.95,179.02,179.43,7590396.0,0.0,1.0,184.16092625798495,185.8709991034405,177.98676790317157,178.39440154656506,7590396.0
2018-11-09,188.32,188.48,184.96,185.99,4761172.0,0.0,1.0,187.23309200941387,187.39216855317719,183.8924845903844,184.91653984086068,4761172.0
2018-11-08,187.13,188.69,185.72,188.0,4054004.0,0.0,1.0,186.04996021517425,187.60095651686646,184.64809817326008,186.91493892188728,4054004.0
2018-11-07,183.79,187.68,182.06,187.23,4673834.0,0.0,1.0,182.7292373641152,186.59678583436062,181.00922223467447,186.14938305502636,4673834.0
2018-11-06,181.93,182.65,180.05,182.01,3338937.0,0.0,1.0,180.87997254286682,181.59581698980165,179.01082315364792,180.95951081474843,3338937.0
2018-11-05,181.02,182.41,179.3,182.19,3885319.0,0.0,1.0,179.97522470021298,181.3572021741567,178.26515185475742,181.13847192648208,3885319.0
2018-11-02,182.47,183.01,177.39,179.93,4730558.0,0.0,1.0,181.4168558780679,181.95373921326907,176.36617561358287,178.89151574582542,4730558.0
2018-11-01,176.84,180.86,175.9,180.46,5225343.0,0.0,1.0,175.8193499943965,179.81614815644963,174.8847752997871,179.41845679704136,5225343.0
2018-10-31,177.98,178.85,175.59,175.88,6339454.0,0.0,1.0,176.9527703687101,177.81774907542305,174.57656449624562,174.86489073181664,6339454.0
2018-10-30,173.16,176.43,172.64,176.24,5657107.0,0.0,1.0,172.1605894878404,175.41171635100304,171.64359072060964,175.22281295528407,5657107.0
2018-10-29,173.74,175.99,170.95,173.2,5918379.0,0.0,1.0,172.7372419589824,174.97425585565395,169.96334472710967,172.20035862378126,5918379.0
2018-10-26,176.88,177.34,170.91,172.23,9472266.0,0.0,1.0,175.8591191303373,176.31646419365688,169.92357559116888,171.23595707721614,9472266.0
2018-10-25,177.52,180.5,176.8262,179.07,5227977.0,0.0,1.0,176.49542530539054,179.45822593298215,175.8056296424969,178.0364793230976,5227977.0
2018-10-24,178.58,182.3693,176.31,176.97,6783890.0,0.0,1.0,177.54930740782245,181.3167370783369,175.2924089431806,175.94859968620418,6783890.0
2018-10-23,175.77,179.49,175.44,178.53,6978297.0,0.0,1.0,174.7555256079794,178.4540552504763,174.42743023646756,177.4995959878964,6978297.0
2018-10-22,180.82,181.4,177.56,178.75,4802428.0,0.0,1.0,179.77637902050876,180.3530314916508,176.53519444133136,177.71832623557097,4802428.0
2018-10-19,180.34,180.99,178.57,179.85,7003956.0,0.0,1.0,179.29914938921885,179.9453978482573,177.53936512383723,178.8119774739437,7003956.0
2018-10-18,184.26,185.4,179.53,180.44,9188427.0,0.0,1.0,183.19652471141998,184.3299450857335,178.49382438641712,179.39857222907094,9188427.0
2018-10-17,189.64,190.67,183.98,185.17,8985667.0,0.0,1.0,188.54547349546115,189.56952874593742,182.91814075983413,184.1012725540737,8985667.0
2018-10-16,191.83,194.08,190.61,193.58,4057379.0,0.0,1.0,190.72283368822147,192.959847584893,189.50987504202627,192.46273338563262,4057379.0
2018-10-15,192.36,193.29,190.7021,191.17,3642752.0,0.0,1.0,191.2497747394374,192.1744071500616,189.60144347752998,190.06664294519783,3642752.0
2018-10-12,192.75,193.59,190.16,192.47,5448455.0,0.0,1.0,191.6375238148605,192.47267566961784,189.06247226269195,191.3591398632747,5448455.0
2018-10-11,193.71,196.67,188.47,189.74,5831416.0,0.0,1.0,192.5919830774403,195.5348991370615,187.38222626919202,188.64489633531326,5831416.0
2018-10-10,199.11,199.24,193.35,193.7,6063135.0,0.0,1.0,197.96081642945202,198.0900661212597,192.2340608539729,192.5820407934551,6063135.0
