Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2018-10-09,197.95,199.18,195.58,195.75,4466322.0,0.0,1.0,196.807511487168,198.03041241734843,194.451190182674,194.6202090104225,4466322.0
2018-10-08,196.24,198.66,195.06,198.41,3731050.0,0.0,1.0,195.10738092569764,197.51341365011768,193.93419141544328,197.2648565504875,3731050.0
2018-10-05,199.07,199.7,194.57,196.38,5015886.0,0.0,1.0,197.92104729351115,198.5474111845792,193.44701950016807,195.2465729014905,5015886.0
2018-10-04,203.65,203.76,198.27,198.85,5908831.0,0.0,1.0,202.4746133587359,202.58397848257312,197.12566457469458,197.7023170458366,5908831.0
2018-10-03,206.1622,206.46,203.65,203.74,4162453.0,0.0,1.0,204.97231394149952,205.2683951585789,202.4746133587359,202.56409391460275,4162453.0
2018-10-02,207.49,208.04,204.67,204.75,4427699.0,0.0,1.0,206.29245040905525,206.83927602824158,203.4887263252269,203.56826459710862,4427699.0
2018-10-01,208.52,209.79,207.37,207.6,3670601.0,0.0,1.0,207.3165056595316,208.57917572565282,206.1731430012328,206.40181553289253,3670601.0
2018-09-28,206.44,208.85,206.35,207.15,3966075.0,0.0,1.0,205.24851059060853,207.64460103104335,205.15903003474168,205.95441275355824,3966075.0
2018-09-27,207.5,207.83,205.6713,206.84,3217980.0,0.0,1.0,206.30239269304042,206.63048806455228,204.4842472206657,205.64620195001683,3217980.0
2018-09-26,208.58,209.14,207.23,207.52,2965845.0,0.0,1.0,207.3761593634428,207.93292726661437,206.03395102543988,206.32227726101087,2965845.0
2018-09-25,208.84,209.3,206.8,207.46,4348210.0,0.0,1.0,207.63465874705815,208.0920038103777,205.60643281407602,206.2626235570996,4348210.0
2018-09-24,211.52,211.84,207.96,207.99,4621889.0,0.0,1.0,210.2991908550936,210.6173439426202,206.75973775636,206.78956460831557,4621889.0
2018-09-21,211.3,212.66,210.51,212.39,9748208.0,0.0,1.0,210.080460607419,211.43261122940717,209.2950201725877,211.16416956180652,9748208.0
2018-09-20,211.66,212.61,211.005,211.06,4020776.0,0.0,1.0,210.43838283088647,211.38289980948116,209.78716322985542,209.8418457917741,4020776.0
2018-09-19,212.0,212.67,210.66,211.68,2572925.0,0.0,1.0,210.7764204863835,211.44255351339237,209.4441544323658,210.4582673988569,2572925.0
2018-09-18,208.63,211.73,208.16,211.02,4337992.0,0.0,1.0,207.4258707833688,210.50797881878293,206.95858343606412,209.80207665583325,4337992.0
2018-09-17,209.08,210.035,208.26,208.4,3074055.0,0.0,1.0,207.87327356270316,208.8227616832904,207.05800627591614,207.1971982517091,3074055.0
2018-09-14,210.19,210.53,207.55,209.07,3622393.0,0.0,1.0,208.97686708506112,209.3149047405581,206.35210411296646,207.8633312787179,3622393.0
2018-09-13,211.44,211.44,208.7,209.45,4680973.0,0.0,1.0,210.2196525832119,210.2196525832119,207.49546677126528,208.24113807015576,4680973.0
2018-09-12,214.03,215.43,210.91,211.98,5660075.0,0.0,1.0,212.79470413538047,214.18662389330945,209.692711531996,210.75653591841308,5660075.0
2018-09-11,213.0,214.66,211.5,213.85,5969470.0,0.0,1.0,211.77064888490418,213.42106802644852,210.27930628712318,212.61574302364681,5969470.0
2018-09-10,208.13,211.62,208.13,210.69,5585017.0,0.0,1.0,206.92875658410847,210.39861369494565,206.92875658410847,209.4739812843214,5585017.0
2018-09-07,205.45,207.2299,205.43,206.23,3672223.0,0.0,1.0,204.26422447607303,206.03385160259998,204.2443399081026,205.03972262691917,3672223.0
2018-09-06,204.59,207.09,203.8,205.89,3490421.0,0.0,1.0,203.4091880533453,205.89475904964695,202.623747618514,204.70168497142217,3490421.0
2018-09-05,204.83,206.67,203.15,204.15,3667069.0,0.0,1.0,203.64780286899025,205.4771831222683,201.9774991594755,202.9717275579962,3667069.0
2018-09-04,200.69,205.92,200.5,205.08,4611840.0,0.0,1.0,199.5316972991146,204.7315118233778,199.3427939033957,203.89635996862046,4611840.0
2018-08-31,199.38,200.91,199.29,200.77,4023306.0,0.0,1.0,198.22925809705256,199.75042754678918,198.13977754118568,199.6112355709963,4023306.0
2018-08-30,201.0,201.44,199.1,199.26,2825531.0,0.0,1.0,199.8399081026561,200.27736859800515,197.9508741454668,198.1099506892301,2825531.0
2018-08-29,201.11,201.99,200.7125,201.68,2488194.0,1.03,1.0,199.9492732264933,200.82419421719155,199.55406743808135,200.51598341365013,2488194.0
2018-08-28,202.3,202.4196,200.63,201.97,3516286.0,0.0,1.0,200.11042101811168,200.22872653641997,198.45849613872346,199.783992748532,3516286.0
2018-08-27,202.83,202.95,201.19,201.98,2521349.0,0.0,1.0,200.6346846025882,200.7533857915263,199.01243502043445,199.7938845142768,2521349.0
2018-08-24,200.35,202.5,200.0,201.3,3053678.0,0.0,1.0,198.1815266978679,200.3082563330085,197.8353148967985,199.1212444436277,3053678.0
2018-08-23,199.39,201.41,199.14,200.16,3595033.0,0.0,1.0,197.2319171863633,199.23005386682087,196.98462304274227,197.99358314871597,3595033.0
2018-08-22,200.8,203.55,198.6505,198.97,5006301.0,0.0,1.0,198.62665615638568,201.3468917362167,196.5004211095324,196.81646302508,5006301.0
2018-08-21,198.83,200.74,198.41,200.23,4121878.0,0.0,1.0,196.67797830465224,198.5673055619167,196.26252414336892,198.06282550892982,4121878.0
2018-08-20,195.84,198.44,195.4,197.93,2955884.0,0.0,1.0,193.72034034694508,196.2921994406035,193.28510265417214,195.78771938761662,2955884.0
2018-08-17,195.6,195.98,194.82,195.56,3885234.0,0.0,1.0,193.4829379690689,193.85882506737286,192.7113802409714,193.4433709060896,3885234.0
2018-08-16,194.02,196.09,193.72,195.39,5689820.0,0.0,1.0,191.92003898138424,193.9676344905661,191.62328600903905,193.27521088842732,5689820.0
2018-08-15,191.75,194.18,191.09,193.99,6044899.0,0.0,1.0,189.6746081573056,192.0783072333017,189.02175161814614,191.8903636841497,6044899.0
2018-08-14,195.17,195.98,191.27,193.1,11483966.0,0.0,1.0,193.05759204204082,193.85882506737286,189.19980340155328,191.00999653285896,11483966.0
2018-08-13,196.3,197.59,194.0,194.14,5284830.0,0.0,1.0,194.17536157120773,195.4513993522921,191.90025544989456,192.03874017032226,5284830.0
2018-08-10,197.34,197.93,195.6438,196.3,2873006.0,0.0,1.0,195.2041052086711,195.78771938761662,193.52626390303132,194.17536157120773,2873006.0
2018-08-09,199.0,199.74,198.04,198.08,2465988.0,0.0,1.0,196.84613832231446,197.57812898743268,195.89652881080985,195.93609587378924,2465988.0
2018-08-08,197.44,198.91,197.3,198.02,2176685.0,0.0,1.0,195.30302286611945,196.75711243061096,195.16453814569172,195.87674527932018,2176685.0
2018-08-07,196.35,197.2,195.64,197.05,3028645.0,0.0,1.0,194.22482039993199,195.0656204882433,193.52250503204831,194.91724400207073,3028645.0
2018-08-06,195.62,196.06,195.11,195.69,2515673.0,0.0,1.0,193.50272150055864,193.9379591933316,192.99824144757184,193.57196386077248,2515673.0
2018-08-03,196.03,196.4,195.25,195.64,2309031.0,0.0,1.0,193.90828389609703,194.27427922865616,193.13672616799957,193.52250503204831,2309031.0
2018-08-02,195.1,195.8444,193.55,195.66,3532589.0,0.0,1.0,192.9883496818269,193.72469272387283,191.4551259913768,193.54228856353802,3532589.0
2018-08-01,196.86,197.74,195.6,196.3,3086820.0,0.0,1.0,194.7293004529188,195.5997758384647,193.4829379690689,194.17536157120773,3086820.0
2018-07-31,197.69,198.03,196.87,197.52,2794669.0,0.0,1.0,195.5503170097405,195.88663704506504,194.7391922186636,195.38215699207825,2794669.0
2018-07-30,196.53,197.57,196.4,197.28,2331224.0,0.0,1.0,194.40287218333904,195.43161582080242,194.27427922865616,195.14475461420204,2331224.0
2018-07-27,200.21,200.49,196.68,197.14,3871463.0,0.0,1.0,198.04304197744014,198.32001141829568,194.5512486695117,195.0062698937743,3871463.0
2018-07-26,201.53,202.12,198.91,199.4,4280024.0,0.0,1.0,199.34875505575906,199.93236923470454,196.75711243061096,197.24180895210813,4280024.0
2018-07-25,201.4,202.29,199.07,201.0,4383050.0,0.0,1.0,199.22016210107608,200.10052925236684,196.91538068252842,198.8244914712825,4383050.0
2018-07-24,203.53,204.25,201.35,201.99,5058066.0,0.0,1.0,201.32710820472698,202.03931533835544,199.17070327235191,199.80377628002162,5058066.0
2018-07-23,202.46,203.39,201.9,202.23,2207583.0,0.0,1.0,200.26868927002914,201.18862348429923,199.7147503883181,200.0411786578978,2207583.0
2018-07-20,202.08,203.76,201.82,202.45,3568187.0,0.0,1.0,199.89280217172524,201.55461881685832,199.63561626235938,200.25879750428427,3568187.0
2018-07-19,200.89,203.23,200.5463,202.63,3655058.0,0.0,1.0,198.71568204808926,201.03035523238182,198.37570205943908,200.43684928769142,3655058.0
2018-07-18,201.02,201.92,200.19,200.97,3783908.0,0.0,1.0,198.84427500277215,199.73453391980775,198.02325844595046,198.794816174048,3783908.0
2018-07-17,198.63,201.43,198.63,201.1,4661601.0,0.0,1.0,196.48014298975545,199.24983739831063,196.48014298975545,198.9234091287309,4661601.0
2018-07-16,199.14,199.22,197.89,198.88,2530462.0,0.0,1.0,196.98462304274227,197.063757168701,195.7481523246373,196.72743713337644,2530462.0
2018-07-13,198.46,199.93,198.46,198.69,2311624.0,0.0,1.0,196.3119829720932,197.76607253658463,196.3119829720932,196.53949358422452,2311624.0
2018-07-12,198.2,198.48,197.0,197.95,2709194.0,0.0,1.0,196.0547970627273,196.33176650358283,194.86778517334653,195.80750291910635,2709194.0
2018-07-11,197.22,197.76,195.9506,196.95,3093238.0,0.0,1.0,195.085404019733,195.61955936995437,193.82974327608304,194.8183263446223,3093238.0
2018-07-10,196.56,197.76,196.38,197.61,2840826.0,0.0,1.0,194.4325474805736,195.61955936995437,194.25449569716645,195.47118288378175,2840826.0
2018-07-09,195.7,196.71,195.03,196.08,2570252.0,0.0,1.0,193.5818556265173,194.58092396674613,192.91910732161307,193.9577427248213,2570252.0
2018-07-06,194.58,195.35,192.95,194.48,2552367.0,0.0,1.0,192.47397786309529,193.23564382544797,190.86162004668637,192.37506020564686,2552367.0
2018-07-05,194.49,194.74,193.13,194.41,3040575.0,0.0,1.0,192.38495197139173,192.6322461150127,191.03967183009345,192.30581784543295,3040575.0
2018-07-03,194.44,195.71,193.41,193.62,1608418.0,0.0,1.0,192.3354931426675,193.5917473922622,191.316641270949,191.52436835159062,1608418.0
2018-07-02,193.82,194.18,192.12,194.02,3822776.0,0.0,1.0,191.72220366648742,192.0783072333017,190.04060348986462,191.92003898138424,3822776.0
2018-06-29,195.86,198.83,194.99,195.1,4106627.0,0.0,1.0,193.74012387843484,196.67797830465224,192.87954025863368,192.9883496818269,4106627.0
2018-06-28,195.0,196.01,193.51,195.21,2994020.0,0.0,1.0,192.88943202437855,193.88850036460738,191.41555892839742,193.09715910502015,2994020.0
2018-06-27,196.66,197.99,195.01,195.02,3771522.0,0.0,1.0,194.531465138022,195.84706998208569,192.89932379012342,192.90921555586826,3771522.0
2018-06-26,196.58,197.33,195.6,196.36,3270629.0,0.0,1.0,194.4523310120633,195.1942134429263,193.4829379690689,194.2347121656768,3270629.0
2018-06-25,197.41,197.84,195.06,196.38,5127170.0,0.0,1.0,195.27334756888496,195.6986934959131,192.9487826188476,194.25449569716645,5127170.0
2018-06-22,200.79,201.2,197.17,197.41,7041652.0,0.0,1.0,198.61676439064087,199.02232678617932,195.0359451910088,195.27334756888496,7041652.0
2018-06-21,199.21,200.94,198.61,200.31,4587792.0,0.0,1.0,197.05386540295612,198.76514087681343,196.46035945826577,198.14195963488854,4587792.0
2018-06-20,200.0,200.13,198.12,199.08,3389406.0,0.0,1.0,197.8353148967985,197.96390785148145,195.9756629367686,196.9252724482733,3389406.0
2018-06-19,198.21,199.9,198.1,199.21,5501133.0,0.0,1.0,196.06468882847213,197.73639723935008,195.9558794052789,197.05386540295612,5501133.0
2018-06-18,198.94,200.91,198.11,200.69,3405345.0,0.0,1.0,196.78678772784545,198.7354655795789,195.96577117102382,198.51784673319247,3405345.0
2018-06-15,198.95,201.6,198.5,200.54,7820698.0,0.0,1.0,196.79667949359032,199.41799741597285,196.3515500350725,198.36947024701985,7820698.0
2018-06-14,200.26,201.0,198.16,199.67,4302142.0,0.0,1.0,198.09250080616437,198.8244914712825,196.015229999748,197.50888662721883,4302142.0
2018-06-13,201.3,201.58,199.6588,200.31,5125660.0,0.0,1.0,199.1212444436277,199.39821388448325,197.49780784958458,198.14195963488854,5125660.0
2018-06-12,199.84,201.34,199.51,201.31,4616565.0,0.0,1.0,197.6770466448811,199.1608115066071,197.3506183753013,199.13113620937253,4616565.0
2018-06-11,198.91,200.52,198.34,199.64,4242950.0,0.0,1.0,196.75711243061096,198.3496867155302,196.1932817831551,197.47921132998425,4242950.0
2018-06-08,195.87,198.5,195.01,198.33,4005213.0,0.0,1.0,193.7500156441796,196.3515500350725,192.89932379012342,196.18339001741023,4005213.0
2018-06-07,193.83,197.2,193.83,196.17,4378743.0,0.0,1.0,191.73209543223228,195.0656204882433,191.73209543223228,194.04676861652482,4378743.0
2018-06-06,193.07,193.59,191.21,193.59,4134540.0,0.0,1.0,190.98032123562442,191.4946930543561,189.14045280708424,191.4946930543561,4134540.0
2018-06-05,190.44,192.38,189.7,191.94,4231073.0,0.0,1.0,188.37878684473156,190.29778939923045,187.64679617961337,189.86255170645757,4231073.0
2018-06-04,188.22,191.54,187.97,191.36,4101118.0,0.0,1.0,186.1828148493771,189.4668810766639,185.93552070575612,189.28882929325684,4101118.0
2018-06-01,187.21,188.83,186.52,187.35,3706013.0,0.0,1.0,185.18374650914825,186.78621255981238,184.50121467275432,185.322231229576,3706013.0
2018-05-31,187.16,187.36,185.25,186.55,4839928.0,0.0,1.0,185.13428768042405,185.33212299532084,183.24496042315963,184.53088996998886,4839928.0
2018-05-30,184.83,187.8,184.01,187.09,3976000.0,1.03,1.0,182.82950626187642,185.76736068809385,182.01838147079945,185.06504532021015,3976000.0
2018-05-29,185.55,186.83,184.25,185.0,4725486.0,0.0,1.0,182.53678056115777,183.7959941376508,181.257891772532,181.9957122275084,4725486.0
2018-05-25,186.71,187.8302,186.05,186.85,2730401.0,0.0,1.0,183.67794286485454,184.77995149640728,183.02866086447537,183.81566934978352,2730401.0
2018-05-24,186.79,187.41,184.67,187.15,3941249.0,0.0,1.0,183.7566437133854,184.3665752894992,181.6710712273188,184.1107975317741,3941249.0
2018-05-23,187.1,187.315,184.98,186.67,7387362.0,0.0,1.0,184.0616095014423,184.27311803186885,181.97603701537568,183.63859244058915,7387362.0
2018-05-22,190.06,190.78,186.5175,186.87,4585635.0,0.0,1.0,186.97354089708242,187.68184853385972,183.48856894807733,183.8353445619162,4585635.0
2018-05-21,188.2,190.67,188.0,189.79,4147784.0,0.0,1.0,185.143746168741,187.57363486712987,184.94699404741402,186.7079255332909,4147784.0
2018-05-18,185.75,188.21,185.55,187.42,4696173.0,0.0,1.0,182.73353268248482,185.15358377480732,182.53678056115777,184.37641289556558,4696173.0
2018-05-17,186.25,187.18,184.87,185.33,4227127.0,0.0,1.0,183.22541298580242,184.1403103499731,181.86782334864586,182.320353227698,4227127.0
2018-05-16,189.28,189.28,185.9,186.38,5043211.0,0.0,1.0,186.20620762390698,186.20620762390698,182.88109677348012,183.35330186466496,5043211.0
2018-05-15,189.5,189.69,186.101,187.98,10143621.0,0.0,1.0,186.42263495736674,186.6095494726274,183.0788326554137,184.92731883528128,10143621.0
2018-05-14,191.5,191.65,189.86,191.08,7021481.0,0.0,1.0,188.39015617063708,188.53772026163242,186.77678877575542,187.97697671585038,7021481.0
2018-05-11,187.63,190.8,187.35,190.31,5350002.0,0.0,1.0,184.5830026229589,187.70152374599246,184.3075496531011,187.2194810487412,5350002.0
2018-05-10,185.97,187.97,185.88,187.16,3849033.0,0.0,1.0,182.94996001594453,184.9174812292149,182.86142156134738,184.12063513784042,3849033.0
2018-05-09,185.03,186.5,183.57,186.36,3392251.0,0.0,1.0,182.02522504570743,183.4713531374612,180.5889345600201,183.33362665253227,3392251.0
2018-05-08,183.45,185.3,182.5,185.04,4168056.0,0.0,1.0,180.4708832872239,182.29084040949897,179.53631071092047,182.03506265177379,4168056.0
2018-05-07,185.4,185.5,182.67,183.56,3582327.0,0.0,1.0,182.3892164701625,182.487592530826,179.70355001404843,180.5790969539537,3582327.0
2018-05-04,182.75,186.35,181.84,185.03,3895987.0,0.0,1.0,179.78225086257922,183.32378904646592,178.88702871054127,182.02522504570743,3895987.0
2018-05-03,184.87,184.9,181.201,183.19,4123050.0,0.0,1.0,181.86782334864586,181.8973361668449,178.25840568290138,180.21510552949874,4123050.0
2018-05-02,184.49,187.12,183.75,185.91,3866459.0,0.0,1.0,181.4939943181245,184.08128471357497,180.76601146921445,182.8909343795464,3866459.0
2018-05-01,184.73,184.73,181.4,184.63,3423484.0,0.0,1.0,181.73009686371688,181.73009686371688,178.45417404362178,181.63172080305335,3423484.0
2018-04-30,186.99,187.8,184.8,184.8,4173175.0,0.0,1.0,183.95339583471244,184.75024192608691,181.79896010618143,181.79896010618143,4173175.0
2018-04-27,185.49,187.0432,183.87,186.46,4382037.0,0.0,1.0,182.47775492475967,184.00573189898543,180.8840627420106,183.43200271319577,4382037.0
2018-04-26,178.46,185.93,178.08,185.72,8781190.0,0.0,1.0,175.56191786011433,182.91060959167916,175.18808882959297,182.70401986428573,8781190.0
2018-04-25,176.08,178.07,174.55,177.39,5586904.0,0.0,1.0,173.22056761632263,175.17825122352662,171.71541388817081,174.50929401101467,5586904.0
2018-04-24,179.3,180.0,175.05,176.26,4434889.0,0.0,1.0,176.3882767696879,177.0769091943325,172.20729419148842,173.39764452551694,4434889.0
2018-04-23,177.62,178.38,176.13,177.66,2986384.0,0.0,1.0,174.73555895054082,175.48321701158352,173.26975564665435,174.77490937480619,2986384.0
2018-04-20,177.85,178.89,176.32,177.01,5008614.0,0.0,1.0,174.96182389006682,175.98493492096745,173.456670161915,174.1354649804933,5008614.0
2018-04-19,179.5,179.7,175.77,177.08,5406945.0,0.0,1.0,176.5850288910149,176.78178101234195,172.9156018282657,174.2043282229578,5406945.0
2018-04-18,175.0,180.25,174.99,179.85,5857809.0,0.0,1.0,172.15810616115658,177.32284934599133,172.14826855509025,176.92934510333725,5857809.0
2018-04-17,175.76,176.24,174.1,174.91,3106373.0,0.0,1.0,172.90576422219934,173.37796931338426,171.2727216151849,172.06956770655944,3106373.0
2018-04-16,174.23,175.6,173.32,174.43,3533856.0,0.0,1.0,171.4006104940475,172.74836252513768,170.5053883420095,171.59736261537458,3533856.0
2018-04-13,174.49,175.51,172.225,172.8,4310835.0,0.0,1.0,171.65638825177268,172.65982407054054,169.42817047774398,169.99383282655918,4310835.0
2018-04-12,173.31,174.24,172.9,173.36,3395356.0,0.0,1.0,170.49555073594314,171.41044810011388,170.09220888722274,170.54473876627492,3395356.0
2018-04-11,172.0,175.06,171.8,172.86,3918874.0,0.0,1.0,169.20682434125106,172.2171317975547,169.01007221992404,170.05285846295737,3918874.0
2018-04-10,174.03,174.1851,172.2352,173.49,4811408.0,0.0,1.0,171.20385837272048,171.3564396428096,169.43820483593166,170.67262764513745,4811408.0
2018-04-09,175.06,175.35,172.37,172.51,5079802.0,0.0,1.0,172.2171317975547,172.50242237347888,169.5708157657061,169.708542250635,5079802.0
2018-04-06,177.98,178.52,173.35,174.45,5234342.0,0.0,1.0,175.08971276892945,175.62094349651244,170.53490116020856,171.61703782750726,5234342.0
2018-04-05,178.0,180.04,177.31,179.13,3796772.0,0.0,1.0,175.10938798106216,177.1162596185979,174.43059316248392,176.2210374665599,3796772.0
2018-04-04,170.8,177.84,170.4204,177.44,4756933.0,0.0,1.0,168.02631161328887,174.95198628400055,167.65287608701013,174.55848204134642,4756933.0
2018-04-03,172.78,174.9385,172.43,173.76,5283087.0,0.0,1.0,169.9741576144265,172.09760488384856,169.62984140210418,170.93824300892896,5283087.0
2018-04-02,177.15,177.69,170.42,172.9,7229319.0,0.0,1.0,174.27319146542226,174.80442219300525,167.65248258276748,170.09220888722274,7229319.0
2018-03-29,175.7,178.64,175.5,178.24,4423526.0,0.0,1.0,172.84673858580123,175.73899476930862,172.64998646447418,175.3454905266546,4423526.0
2018-03-28,175.24,177.53,173.92,174.76,4318636.0,0.0,1.0,172.39420870674903,174.64702049594365,171.0956447059906,171.92200361556417,4318636.0
2018-03-27,177.38,178.73,173.6,174.68,4713911.0,0.0,1.0,174.49945640494832,175.82753322390582,170.78084131186736,171.84330276703338,4713911.0
2018-03-26,174.11,176.8,173.515,176.38,7323601.0,0.0,1.0,171.28255922125132,173.9288752530999,170.69722166030334,173.51569579831315,7323601.0
2018-03-23,176.24,177.56,171.56,171.8,6021266.0,0.0,1.0,173.37796931338426,174.67653331414266,168.7739696743316,169.01007221992404,6021266.0
2018-03-22,177.42,178.56,175.08,175.29,5255092.0,0.0,1.0,174.53880682921374,175.6602939207779,172.23680700968742,172.4433967370808,5255092.0
2018-03-21,178.35,180.14,177.68,178.02,3494433.0,0.0,1.0,175.45370419338443,177.2146356792614,174.7945845869389,175.1290631931949,3494433.0
2018-03-20,177.64,178.8883,177.16,178.16,4148338.0,0.0,1.0,174.75523416267345,175.98326252793618,174.2830290714886,175.2667896781238,4148338.0
2018-03-19,178.65,179.32,176.0,177.1,4744511.0,0.0,1.0,175.74883237537503,176.40795198182062,173.14186676779178,174.22400343509048,4744511.0
2018-03-16,178.43,180.4,177.97,178.96,8410919.0,0.0,1.0,175.53240504191533,177.47041343698658,175.0798751628631,176.05379816343194,8410919.0
2018-03-15,177.69,179.86,176.72,178.07,3936650.0,0.0,1.0,174.80442219300525,176.9391827094036,173.85017440456912,175.17825122352662,3936650.0
2018-03-14,179.1,179.66,175.89,177.41,4531510.0,0.0,1.0,176.19152464836085,176.74243058807656,173.0336531010619,174.52896922314739,4531510.0
2018-03-13,179.59,180.95,177.86,178.35,6127315.0,0.0,1.0,176.6735673456121,178.0114817706359,174.97166149613324,175.45370419338443,6127315.0
2018-03-12,182.43,183.06,179.55,179.71,4958226.0,0.0,1.0,179.46744746845604,180.08721665063615,176.6342169213467,176.7916186184083,4958226.0
2018-03-09,179.0,182.24,177.92,182.16,4477217.0,0.0,1.0,176.0931485876973,179.2805329531953,175.0306871325313,179.2018321046645,4477217.0
2018-03-08,179.44,179.98,176.73,177.94,4750745.0,0.0,1.0,176.52600325461682,177.05723398219982,173.86001201063544,175.05036234466405,4750745.0
2018-03-07,178.82,180.0,176.82,178.58,4799246.0,1.03,1.0,175.916071678503,177.0769091943325,173.94855046523261,175.67996913291057,4799246.0
2018-03-06,182.75,183.0,179.51,181.64,5302091.0,0.0,1.0,178.75126306463673,178.995792836271,175.58215722425686,177.66555087858063,5302091.0
2018-03-05,177.86,182.26,177.7,181.74,5748553.0,0.0,1.0,173.9682607314708,178.27198471223358,173.8117616776249,177.76336278723437,5748553.0
2018-03-02,177.72,179.185,176.34,178.46,5671038.0,0.0,1.0,173.83132405935558,175.26426852113232,172.48151971993457,174.55513218339297,5671038.0
2018-03-01,182.75,184.4,178.25,179.64,6123863.0,0.0,1.0,178.75126306463673,180.36515955742283,174.34972717522027,175.70931270550662,6123863.0
2018-02-28,184.41,186.6495,182.27,182.27,6419903.0,0.0,1.0,180.3749407482881,182.5654384425877,178.28176590309897,178.28176590309897,6419903.0
2018-02-27,188.87,189.25,184.96,184.98,4618330.0,0.0,1.0,184.7373518742432,185.10903712712727,180.91290624588348,180.93246862761418,4618330.0
2018-02-26,189.17,189.79,187.8601,188.46,4647406.0,0.0,1.0,185.03078760020423,185.6372214338572,183.74954940874943,184.336323048763,4647406.0
2018-02-23,186.2,188.41,185.62,188.35,4314525.0,0.0,1.0,182.1257739131894,184.2874170944361,181.5584648429979,184.22872994924396,4314525.0
2018-02-22,183.72,186.2199,182.91,185.47,5653924.0,0.0,1.0,179.70003857857762,182.14523848301147,178.90776211848262,181.41174698001737,5653924.0
2018-02-21,187.21,187.98,182.86,183.06,7527186.0,0.0,1.0,183.11367419059172,183.8668258872252,178.8588561641558,179.0544799814632,7527186.0
2018-02-20,189.9,191.44,186.31,186.71,8922129.0,0.0,1.0,185.74481453337629,187.25111792664325,182.23336701270844,182.62461464732326,8922129.0
2018-02-16,185.06,187.99,184.86,186.97,7619162.0,0.0,1.0,181.0107181545372,183.8766070780906,180.8150943372298,182.8789256098229,7619162.0
2018-02-15,186.74,187.19,183.255,185.27,5113323.0,0.0,1.0,182.65395821991936,183.09411180886104,179.2452132033379,181.21612316271,5113323.0
2018-02-14,181.88,185.06,181.05,184.69,6767034.0,0.0,1.0,177.90029945934953,181.0107181545372,177.0884606175238,180.6488140925185,6767034.0
2018-02-13,183.23,183.99,180.89,183.72,4273608.0,0.0,1.0,179.22076022617446,179.96413073194265,176.9319615636779,179.70003857857762,4273608.0
2018-02-12,186.55,187.01,183.41,184.06,6783710.0,0.0,1.0,182.46811559347734,182.9180503732844,179.39682166175118,180.0325990680002,6783710.0
2018-02-09,183.25,186.0,175.79,184.12,9057477.0,0.0,1.0,179.24032260790523,181.930150095882,171.94355422233917,180.09128621319243,9057477.0
2018-02-08,191.14,191.14,180.93,181.22,7241823.0,0.0,1.0,186.95768220068211,186.95768220068211,176.9710863271394,177.2547408622351,7241823.0
2018-02-07,190.73,194.515,189.72,191.29,6016847.0,0.0,1.0,186.556653375202,190.25883411774453,185.5687530977996,187.1044000636627,6016847.0
2018-02-06,178.62,191.96,175.42,191.04,11682716.0,0.0,1.0,174.71163123723892,187.7597398516425,171.5816501603205,186.85987029202843,11682716.0
2018-02-05,190.07,194.295,180.38,183.11,10618526.0,0.0,1.0,185.91109477808757,190.0436479187064,176.43312082954404,179.10338593579002,10618526.0
2018-02-02,199.25,199.3,193.44,193.97,6178236.0,0.0,1.0,194.8902279924972,194.93913394682411,189.2073560997173,189.72575921558186,6178236.0
2018-02-01,199.34,202.25,198.28,199.9,3553795.0,0.0,1.0,194.97825871028562,197.82458525210828,193.94145247855636,195.52600539874626,3553795.0
2018-01-31,203.22,205.083,200.23,200.9,4547323.0,0.0,1.0,198.77336076604908,200.59559662426759,195.84878469730347,196.50412448528328,4547323.0
2018-01-30,201.47,203.15,191.57,201.81,5979620.0,0.0,1.0,197.0616523646094,198.70489242999156,187.37827340789303,197.394212854032,5979620.0
2018-01-29,207.23,207.605,204.71,204.92,3632937.0,0.0,1.0,202.69561830306247,203.06241296051385,200.23075820498929,200.436163213162,3632937.0
2018-01-26,205.6,207.3098,204.44,207.23,3778050.0,0.0,1.0,201.10128419200717,202.77367220616813,199.96666605162426,202.69561830306247,3778050.0
2018-01-25,206.8,206.83,203.84,205.37,3537694.0,0.0,1.0,202.27502709585158,202.3043706684477,199.37979459970202,200.8763168021037,3537694.0
2018-01-24,205.2,207.1,204.551,206.22,4370661.0,0.0,1.0,200.71003655739239,202.56846282181263,200.07523727022985,201.70771802566009,4370661.0
2018-01-23,204.89,206.35,204.15099999999998,204.9,3621745.0,0.0,1.0,200.40681964056589,201.83487350691,199.68398963561503,200.41660083143128,3621745.0
2018-01-22,201.6,204.47,201.51,204.46,4857697.0,0.0,1.0,197.18880784585917,199.9960096242204,197.10077712807083,199.986228433355,4857697.0
2018-01-19,199.81,201.33,199.13,201.33,5809308.0,0.0,1.0,195.43797468095798,196.9247156924942,194.7728537021128,196.9247156924942,5809308.0
2018-01-18,199.78,200.24,197.66,198.33,4473442.0,0.0,1.0,195.40863110836185,195.85856588816887,193.33501864490339,193.9903584328832,4473442.0
2018-01-17,197.5,199.82,196.8401,199.82,3995717.0,0.0,1.0,193.17851959105747,195.44775587182326,192.53305880585168,195.44775587182326,3995717.0
